0,Unnamed: 1,20,30,31,32,33,34,35,36,37,38,39,40,43,45,50,100,200,47,31.1,32.1,33.1,34.1,35.1,36.1,37.1,38.1,100.1,39.1,40.1,41,42,43.1,45.1,47.1,50.1,200.1,30.1,30.1.1,20.1,50.1.1,100.1.1,45.1.1,47.1.1,20.1.1,200.1.1,50.1.1.1,30.1.1.1,31.1.1,32.1.1,33.1.1,34.1.1,35.1.1,36.1.1,37.1.1,38.1.1,39.1.1,40.1.1,41.1,42.1,43.1.1,30.1.1.1.1,31.1.1.1,32.1.1.1,33.1.1.1,34.1.1.1,35.1.1.1,36.1.1.1,37.1.1.1,38.1.1.1,39.1.1.1,40.1.1.1,41.1.1,42.1.1,43.1.1.1,100.1.1.1,20.1.1.1,200.1.1.1,45.1.1.1,47.1.1.1,50.1.1.1.1,20.1.1.1.1,50.1.1.1.1.1,50.1.1.1.1.1.1,30.1.1.1.1.1,31.1.1.1.1,32.1.1.1.1,33.1.1.1.1,34.1.1.1.1,35.1.1.1.1,36.1.1.1.1,37.1.1.1.1,38.1.1.1.1,39.1.1.1.1,40.1.1.1.1,43.1.1.1.1,45.1.1.1.1,50.1.1.1.1.1.1.1,47.1.1.1.1,100.1.1.1.1,200
,,,,,,1946.0,35.0,1307.0,,8752.0,,,13549.0,3466.0,10316.0,,1702.0,,50.0,34.0,239.0,34.0,38.0,35.0,39.0,41.0,41.0,,42.0,,,46.0,45.0,,49.0,,,8757.0,,,,719.0,46.0,53.0,,3777.0,1741.0,,,2311.0,,1210.0,,,39.0,,,43.0,43.0,,318.0,9480.0,,416.0,10128.0,,38.0,35.0,40.0,,40.0,2855.0,305.0,,45.0,1202.0,,,47.0,48.0,,,33.0,,,34.0,33.0,34.0,35.0,36.0,37.0,38.0,38,39.0,39.0,46.0,47.0,51.0,50.0,101.0,204.0
,,,,,,1944.0,36.0,1272.0,,8758.0,,,13548.0,3434.0,10281.0,,1598.0,,50.0,34.0,244.0,38.0,36.0,36.0,37.0,49.0,39.0,,41.0,,,44.0,45.0,,51.0,,,8824.0,,,,717.0,48.0,51.0,,3576.0,1672.0,,,2677.0,,1244.0,,,38.0,,,40.0,41.0,,321.0,9778.0,,1978.0,12650.0,,38.0,35.0,39.0,,41.0,2885.0,,,44.0,1070.0,,,47.0,51.0,,,33.0,,,35.0,35.0,36.0,38.0,38.0,38.0,35.0,41,42.0,42.0,43.0,46.0,54.0,48.0,103.0,
,,,,,,1978.0,35.0,1273.0,,8757.0,,,13848.0,3432.0,12285.0,,1464.0,,47.0,33.0,243.0,36.0,34.0,37.0,37.0,41.0,40.0,,42.0,,,45.0,46.0,,49.0,,,8918.0,,,,718.0,48.0,51.0,,3409.0,1571.0,,,2676.0,,1244.0,,,39.0,,,41.0,42.0,,317.0,10119.0,,5334.0,13789.0,,38.0,38.0,40.0,,42.0,,,,45.0,903.0,,,77.0,50.0,,,,,,33.0,34.0,35.0,36.0,37.0,37.0,38.0,40,41.0,43.0,48.0,50.0,52.0,49.0,102.0,
,,,,,,2013.0,36.0,1238.0,,8790.0,,,13782.0,4934.0,12218.0,,1331.0,,51.0,33.0,245.0,33.0,35.0,35.0,40.0,39.0,40.0,,43.0,,,42.0,48.0,,49.0,,,8990.0,,,,718.0,47.0,47.0,,3211.0,1499.0,,,3924.0,,1274.0,,,38.0,,,42.0,44.0,,323.0,,,,14958.0,,38.0,38.0,42.0,,,,,,47.0,738.0,,,49.0,,,,,,,35.0,36.0,34.0,37.0,39.0,37.0,39.0,42,41.0,42.0,32.0,48.0,49.0,50.0,103.0,
,,,,,,2054.0,35.0,1205.0,,8788.0,,,,4898.0,12250.0,,1165.0,,49.0,34.0,261.0,34.0,37.0,40.0,39.0,39.0,,,42.0,,,44.0,47.0,,51.0,,,9021.0,,,,715.0,47.0,50.0,,3011.0,1433.0,,,10364.0,,1309.0,,,36.0,,,41.0,43.0,,323.0,,,,15992.0,,38.0,36.0,38.0,,,,,,44.0,601.0,,,47.0,,,,,,,33.0,36.0,37.0,35.0,35.0,39.0,38.0,42,43.0,44.0,44.0,48.0,54.0,49.0,103.0,
,,,,,,2074.0,35.0,1269.0,,14947.0,,,,6332.0,12186.0,,1031.0,,51.0,34.0,2949.0,,39.0,37.0,38.0,37.0,,,41.0,,,44.0,45.0,,49.0,,,9056.0,,,,712.0,46.0,46.0,,2776.0,1367.0,,,,,1314.0,,,38.0,,,40.0,46.0,,321.0,,,,,,38.0,40.0,,,,,,,45.0,499.0,,,47.0,,,,,,,34.0,33.0,36.0,37.0,36.0,38.0,39.0,41,41.0,42.0,47.0,79.0,54.0,50.0,101.0,
,,,,,,2116.0,35.0,1270.0,,15784.0,,,,8830.0,12154.0,,865.0,,50.0,32.0,,,38.0,36.0,38.0,40.0,,,41.0,,,44.0,46.0,,51.0,,,9089.0,,,,,46.0,50.0,,2608.0,1299.0,,,,,1342.0,,,38.0,,,44.0,43.0,,316.0,,,,,,38.0,39.0,,,,,,,44.0,330.0,,,49.0,,,,,,,35.0,35.0,37.0,38.0,35.0,37.0,40.0,40,43.0,53.0,46.0,48.0,51.0,49.0,104.0,
,,,,,,2185.0,34.0,1268.0,,15749.0,,,,11368.0,,,698.0,,50.0,35.0,,,36.0,35.0,40.0,40.0,,,42.0,,,46.0,45.0,,,,,9120.0,,,,,50.0,50.0,,2440.0,1231.0,,,,,2148.0,,,37.0,,,41.0,44.0,,318.0,,,,,,37.0,39.0,,,,,,,47.0,133.0,,,47.0,,,,,,,33.0,37.0,37.0,38.0,37.0,37.0,38.0,42,40.0,43.0,47.0,46.0,54.0,51.0,104.0,
,,,,,,2216.0,33.0,1305.0,,18030.0,,,,11308.0,,,599.0,,49.0,32.0,,,36.0,39.0,38.0,39.0,,,43.0,,,44.0,45.0,,,,,9186.0,,,,,48.0,50.0,,2240.0,1132.0,,,,,4030.0,,,40.0,,,43.0,45.0,,314.0,,,,,,38.0,38.0,,,,,,,47.0,86.0,,,48.0,,,,,,,32.0,34.0,35.0,38.0,36.0,37.0,39.0,45,42.0,41.0,45.0,49.0,,49.0,,
,,,,,,2216.0,33.0,1306.0,,20016.0,,,,11306.0,,,466.0,,49.0,32.0,,,38.0,40.0,38.0,39.0,,,42.0,,,42.0,55.0,,,,,9216.0,,,,,45.0,,,2038.0,1067.0,,,,,,,,39.0,,,43.0,41.0,,317.0,,,,,,37.0,41.0,,,,,,,43.0,101.0,,,48.0,,,,,,,33.0,35.0,36.0,35.0,37.0,35.0,38.0,39,41.0,41.0,48.0,47.0,,53.0,,
,,,,,,2248.0,34.0,1311.0,,,,,,11273.0,,,301.0,,50.0,33.0,,,35.0,73.0,39.0,39.0,,,40.0,,,46.0,46.0,,,,,9249.0,,,,,50.0,,,1837.0,1000.0,,,,,,,,40.0,,,39.0,43.0,,316.0,,,,,,38.0,37.0,,,,,,,47.0,102.0,,,48.0,,,,,,,35.0,36.0,36.0,39.0,36.0,36.0,37.0,43,41.0,43.0,46.0,46.0,,49.0,,
,,,,,,2284.0,35.0,10262.0,,,,,,13660.0,,,136.0,,50.0,35.0,,,,39.0,40.0,39.0,,,42.0,,,43.0,47.0,,,,,9412.0,,,,,49.0,,,1642.0,969.0,,,,,,,,39.0,,,39.0,,,317.0,,,,,,38.0,40.0,,,,,,,46.0,103.0,,,46.0,,,,,,,34.0,34.0,35.0,36.0,37.0,37.0,37.0,40,42.0,43.0,45.0,48.0,,50.0,,
,,,,,,7652.0,35.0,,,,,,,,,,100.0,,,32.0,,,,39.0,38.0,41.0,,,39.0,,,43.0,46.0,,,,,13535.0,,,,,80.0,,,1474.0,900.0,,,,,,,,37.0,,,41.0,,,323.0,,,,,,35.0,40.0,,,,,,,47.0,101.0,,,48.0,,,,,,,33.0,34.0,38.0,36.0,38.0,36.0,39.0,40,41.0,41.0,46.0,50.0,,51.0,,
,,,,,,,34.0,,,,,,,,,,101.0,,,33.0,,,,39.0,38.0,40.0,,,41.0,,,45.0,46.0,,,,,15548.0,,,,,47.0,,,1273.0,838.0,,,,,,,,39.0,,,45.0,,,320.0,,,,,,37.0,37.0,,,,,,,47.0,103.0,,,49.0,,,,,,,35.0,33.0,34.0,39.0,38.0,35.0,37.0,40,42.0,44.0,44.0,46.0,,51.0,,
,,,,,,,34.0,,,,,,,,,,100.0,,,34.0,,,,38.0,38.0,39.0,,,43.0,,,45.0,46.0,,,,,17526.0,,,,,46.0,,,1072.0,803.0,,,,,,,,39.0,,,42.0,,,315.0,,,,,,40.0,39.0,,,,,,,47.0,102.0,,,46.0,,,,,,,34.0,35.0,38.0,38.0,40.0,37.0,36.0,41,68.0,41.0,45.0,46.0,,52.0,,
,,,,,,,35.0,,,,,,,,,,101.0,,,36.0,,,,38.0,38.0,39.0,,,42.0,,,46.0,47.0,,,,,20079.0,,,,,47.0,,,906.0,768.0,,,,,,,,39.0,,,41.0,,,318.0,,,,,,36.0,39.0,,,,,,,48.0,104.0,,,47.0,,,,,,,34.0,35.0,35.0,38.0,35.0,39.0,37.0,41,42.0,45.0,46.0,46.0,,57.0,,
,,,,,,,36.0,,,,,,,,,,101.0,,,1711.0,,,,36.0,39.0,38.0,,,41.0,,,45.0,47.0,,,,,22495.0,,,,,45.0,,,703.0,669.0,,,,,,,,42.0,,,43.0,,,319.0,,,,,,37.0,40.0,,,,,,,44.0,103.0,,,48.0,,,,,,,35.0,34.0,35.0,36.0,37.0,35.0,38.0,44,42.0,41.0,45.0,47.0,,50.0,,
,,,,,,,34.0,,,,,,,,,,100.0,,,3121.0,,,,38.0,39.0,38.0,,,42.0,,,44.0,47.0,,,,,24301.0,,,,,47.0,,,722.0,902.0,,,,,,,,41.0,,,42.0,,,316.0,,,,,,36.0,38.0,,,,,,,47.0,102.0,,,45.0,,,,,,,35.0,34.0,36.0,36.0,36.0,38.0,40.0,41,42.0,42.0,47.0,48.0,,51.0,,
,,,,,,,37.0,,,,,,,,,,100.0,,,5527.0,,,,37.0,,,,,42.0,,,55.0,45.0,,,,,26505.0,,,,,49.0,,,,839.0,,,,,,,,35.0,,,43.0,,,314.0,,,,,,39.0,39.0,,,,,,,44.0,101.0,,,48.0,,,,,,,33.0,32.0,36.0,39.0,36.0,36.0,36.0,40,42.0,44.0,43.0,49.0,,51.0,,
,,,,,,,34.0,,,,,,,,,,101.0,,,8679.0,,,,38.0,,,,,40.0,,,45.0,48.0,,,,,29483.0,,,,,48.0,,,,775.0,,,,,,,,39.0,,,41.0,,,312.0,,,,,,38.0,38.0,,,,,,,48.0,103.0,,,,,,,,,,602.0,36.0,36.0,36.0,38.0,37.0,36.0,41,43.0,43.0,46.0,48.0,,49.0,,
,,,,,,,35.0,,,,,,,,,,101.0,,,10357.0,,,,,,,,,40.0,,,45.0,,,,,,,,,,,45.0,,,,905.0,,,,,,,,37.0,,,43.0,,,317.0,,,,,,39.0,,,,,,,,,,,,,,,,,,,2018.0,34.0,33.0,39.0,36.0,38.0,38.0,42,41.0,42.0,45.0,48.0,,49.0,,
,,,,,,,35.0,,,,,,,,,,101.0,,,12373.0,,,,,,,,,42.0,,,42.0,,,,,,,,,,,47.0,,,,1205.0,,,,,,,,38.0,,,40.0,,,320.0,,,,,,38.0,,,,,,,,,,,,,,,,,,,7769.0,33.0,36.0,37.0,37.0,38.0,36.0,40,43.0,43.0,44.0,47.0,,51.0,,
,,,,,,,35.0,,,,,,,,,,101.0,,,,,,,,,,,,41.0,,,44.0,,,,,,,,,,,47.0,,,,1173.0,,,,,,,,39.0,,,43.0,,,322.0,,,,,,37.0,,,,,,,,,,,,,,,,,,,9643.0,33.0,36.0,38.0,37.0,38.0,38.0,41,43.0,44.0,46.0,50.0,,49.0,,
,,,,,,,34.0,,,,,,,,,,101.0,,,,,,,,,,,,39.0,,,45.0,,,,,,,,,,,47.0,,,,1106.0,,,,,,,,38.0,,,41.0,,,317.0,,,,,,39.0,,,,,,,,,,,,,,,,,,,13135.0,66.0,33.0,36.0,37.0,36.0,37.0,40,43.0,43.0,44.0,49.0,,50.0,,
,,,,,,,35.0,,,,,,,,,,99.0,,,,,,,,,,,,41.0,,,46.0,,,,,,,,,,,46.0,,,,1144.0,,,,,,,,38.0,,,42.0,,,314.0,,,,,,37.0,,,,,,,,,,,,,,,,,,,14812.0,1675.0,37.0,39.0,37.0,35.0,37.0,43,40.0,42.0,45.0,46.0,,52.0,,
,,,,,,,32.0,,,,,,,,,,100.0,,,,,,,,,,,,43.0,,,44.0,,,,,,,,,,,48.0,,,,1244.0,,,,,,,,37.0,,,42.0,,,312.0,,,,,,38.0,,,,,,,,,,,,,,,,,,,16719.0,3047.0,36.0,33.0,37.0,38.0,38.0,40,40.0,43.0,44.0,48.0,,50.0,,
,,,,,,,637.0,,,,,,,,,,100.0,,,,,,,,,,,,40.0,,,46.0,,,,,,,,,,,48.0,,,,1207.0,,,,,,,,38.0,,,42.0,,,315.0,,,,,,35.0,,,,,,,,,,,,,,,,,,,,4280.0,37.0,99.0,37.0,37.0,39.0,41,43.0,43.0,45.0,47.0,,50.0,,
,,,,,,,3781.0,,,,,,,,,,100.0,,,,,,,,,,,,,,,42.0,,,,,,,,,,,49.0,,,,1140.0,,,,,,,,37.0,,,43.0,,,354.0,,,,,,36.0,,,,,,,,,,,,,,,,,,,,5914.0,38.0,1198.0,37.0,37.0,38.0,41,42.0,70.0,45.0,48.0,,48.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,43.0,,,,,,,,,,,46.0,,,,1808.0,,,,,,,,38.0,,,45.0,,,320.0,,,,,,35.0,,,,,,,,,,,,,,,,,,,,8794.0,37.0,2572.0,38.0,38.0,39.0,42,41.0,41.0,45.0,47.0,,49.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,45.0,,,,,,,,,,,49.0,,,,1776.0,,,,,,,,38.0,,,43.0,,,310.0,,,,,,36.0,,,,,,,,,,,,,,,,,,,,10199.0,36.0,4580.0,39.0,38.0,38.0,41,41.0,43.0,45.0,48.0,,51.0,,
,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,45.0,,,,,,,,,,,47.0,,,,1744.0,,,,,,,,49.0,,,41.0,,,319.0,,,,,,39.0,,,,,,,,,,,,,,,,,,,,11842.0,36.0,5354.0,38.0,38.0,38.0,39,42.0,43.0,46.0,47.0,,48.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,45.0,,,,,,,,,,,48.0,,,,1680.0,,,,,,,,39.0,,,42.0,,,320.0,,,,,,37.0,,,,,,,,,,,,,,,,,,,,12947.0,35.0,6461.0,36.0,38.0,37.0,42,42.0,41.0,45.0,48.0,,49.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,44.0,,,,,,,,,,,49.0,,,,1610.0,,,,,,,,38.0,,,41.0,,,320.0,,,,,,38.0,,,,,,,,,,,,,,,,,,,,13923.0,36.0,7069.0,37.0,38.0,37.0,43,42.0,,47.0,46.0,,51.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.0,,,,,,,,38.0,,,42.0,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,36.0,7981.0,36.0,51.0,36.0,42,41.0,,47.0,47.0,,50.0,,
,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.0,,,,,,,,42.0,,,43.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,37.0,9997.0,35.0,39.0,38.0,42,42.0,,45.0,48.0,,51.0,,
,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082.0,,,,,,,,38.0,,,41.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,38.0,11098.0,38.0,34.0,37.0,40,42.0,,45.0,49.0,,48.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.0,,,,,,,,39.0,,,44.0,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,33.0,11667.0,35.0,1870.0,38.0,44,44.0,,46.0,47.0,,50.0,,
,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3039.0,,,,,,,,39.0,,,40.0,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,40.0,12539.0,35.0,4922.0,38.0,40,43.0,,47.0,47.0,,51.0,,
,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2999.0,,,,,,,,40.0,,,33.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,35.0,12875.0,36.0,14887.0,38.0,42,43.0,,64.0,46.0,,49.0,,
,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.0,,,,,,,,38.0,,,40.0,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,35.0,13409.0,36.0,,38.0,40,43.0,,48.0,,,50.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2966.0,,,,,,,,40.0,,,43.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,37.0,,36.0,,38.0,39,41.0,,46.0,,,50.0,,
,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.0,,,,,,,,39.0,,,43.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,33.0,,36.0,,38.0,38,42.0,,46.0,,,49.0,,
,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2836.0,,,,,,,,35.0,,,41.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,33.0,,36.0,,,40,41.0,,46.0,,,49.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.0,,,,,,,,37.0,,,42.0,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,99.0,,37.0,,,39,42.0,,,,,49.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834.0,,,,,,,,38.0,,,42.0,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,901.0,,41.0,,,39,43.0,,,,,50.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940.0,,,,,,,,38.0,,,44.0,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,1644.0,,39.0,,,39,40.0,,,,,49.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943.0,,,,,,,,39.0,,,43.0,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,3858.0,,35.0,,,40,41.0,,,,,49.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847.0,,,,,,,,38.0,,,43.0,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,4989.0,,36.0,,,41,41.0,,,,,51.0,,
,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783.0,,,,,,,,36.0,,,44.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,6537.0,,36.0,,,41,44.0,,,,,49.0,,
,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750.0,,,,,,,,38.0,,,42.0,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,7333.0,,37.0,,,41,45.0,,,,,49.0,,
,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3018.0,,,,,,,,40.0,,,42.0,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,8376.0,,37.0,,,40,,,,,,48.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2951.0,,,,,,,,39.0,,,43.0,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,9218.0,,37.0,,,43,,,,,,50.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.0,,,,,,,,37.0,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,40,,,,,,52.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232.0,,,,,,,,38.0,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,40,,,,,,47.0,,
,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4199.0,,,,,,,,38.0,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,41,,,,,,49.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4140.0,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,39,,,,,,49.0,,
,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4230.0,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,41,,,,,,50.0,,
,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,41,,,,,,49.0,,
,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,43,,,,,,51.0,,
,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,41,,,,,,51.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,41,,,,,,51.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,40,,,,,,51.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,44,,,,,,51.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,43,,,,,,51.0,,
,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,44,,,,,,48.0,,
,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,39,,,,,,50.0,,
,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,40,,,,,,50.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,42,,,,,,49.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,40,,,,,,50.0,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,41,,,,,,50.0,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,42,,,,,,,,
,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,
,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,
,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,
,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,
,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,
,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,
,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,
