0,Unnamed: 1,50,50.1,50.1.1,100,20,30,31,32,33,35,40,43,45,47,50.1.1.1,200,20.1,30.1,36,37,38,39,40.1,41,43.1,45.1,47.1,31.1,32.1,50.1.1.1.1,100.1,200.1,33.1,34,35.1,30.1.1,31.1.1,32.1.1,33.1.1,34.1,35.1.1,36.1,37.1,38.1,39.1,40.1.1,43.1.1,45.1.1,47.1.1,100.1.1,200.1.1,20.1.1,34.1.1,36.1.1,37.1.1,38.1.1,39.1.1,30.1.1.1,30.1.1.1.1,31.1.1.1,36.1.1.1,37.1.1.1,38.1.1.1,39.1.1.1,40.1.1.1,43.1.1.1,45.1.1.1,47.1.1.1,50.1.1.1.1.1,100.1.1.1,200.1.1.1,20.1.1.1,31.1.1.1.1,32.1.1.1,20.1.1.1.1,33.1.1.1,34.1.1.1,35.1.1.1,36.1.1.1.1,37.1.1.1.1,38.1.1.1.1,39.1.1.1.1,40.1.1.1.1,43.1.1.1.1,45.1.1.1.1,201,202,203,47
,,52.0,10031.0,49.0,101.0,,,,,3043.0,4756.0,101.0,38.0,66.0,48,233.0,201.0,,,1267.0,2276.0,1571.0,1106.0,198.0,741.0,2677.0,2374.0,536.0,,,1166.0,201.0,,,2918.0,3388.0,,,,,,,1942.0,768.0,467.0,12629.0,10377.0,441.0,369.0,369.0,100.0,5149.0,,8117.0,2978.0,7988.0,,766.0,,,,5209.0,,2878.0,2048.0,265.0,44.0,44.0,1605.0,266.0,,200.0,,,,,,,1008.0,1346.0,1252.0,606.0,235.0,4094.0,1505.0,302.0,52.0,,201.0,980.0
,,50.0,9998.0,50.0,100.0,,,,,3072.0,4788.0,66.0,42.0,45.0,48,166.0,198.0,,,1235.0,2272.0,1569.0,1101.0,168.0,705.0,2643.0,2308.0,468.0,,,1104.0,67.0,,,2916.0,3455.0,,,,,,,1906.0,735.0,435.0,12627.0,10342.0,406.0,336.0,301.0,100.0,5013.0,,8184.0,3017.0,8022.0,,736.0,,,,5214.0,,2911.0,2048.0,233.0,43.0,46.0,1538.0,200.0,,200.0,,,,,,,1040.0,1378.0,1214.0,571.0,201.0,4093.0,1499.0,234.0,51.0,,201.0,908.0
,,51.0,9932.0,50.0,101.0,,,,,3139.0,4793.0,34.0,42.0,44.0,48,101.0,199.0,,,1236.0,2308.0,1537.0,1068.0,134.0,672.0,2576.0,2272.0,438.0,,,1037.0,102.0,,,2918.0,3488.0,,,,,,,1907.0,705.0,437.0,12594.0,10345.0,372.0,268.0,233.0,101.0,4848.0,,8188.0,3017.0,8055.0,,700.0,,,,5278.0,,2915.0,2082.0,199.0,42.0,46.0,1471.0,134.0,,200.0,,,,,,,1104.0,1382.0,1208.0,535.0,199.0,4126.0,1473.0,170.0,49.0,,200.0,843.0
,,49.0,9864.0,51.0,102.0,,,,,3210.0,4860.0,40.0,43.0,44.0,47,35.0,201.0,,,1233.0,2306.0,1503.0,1033.0,103.0,636.0,2544.0,2208.0,362.0,,,968.0,101.0,,,2915.0,3489.0,,,,,,,1906.0,706.0,403.0,12595.0,10340.0,304.0,236.0,201.0,102.0,4683.0,,8219.0,3087.0,8018.0,,700.0,,,,5278.0,,2915.0,,201.0,44.0,46.0,1404.0,34.0,,,,,,,,,1173.0,1410.0,1173.0,502.0,167.0,4090.0,1475.0,134.0,51.0,,202.0,804.0
,,51.0,9832.0,50.0,102.0,,,,,6064.0,4896.0,291.0,43.0,44.0,46,52.0,200.0,,,1263.0,2309.0,1473.0,999.0,67.0,602.0,2482.0,2174.0,305.0,,,904.0,100.0,,,2911.0,3519.0,,,,,,,1939.0,673.0,366.0,12590.0,10342.0,270.0,168.0,132.0,100.0,4549.0,,8275.0,3083.0,8085.0,,668.0,,,,5315.0,,2912.0,,5967.0,44.0,45.0,1372.0,51.0,,,,,,,,,1241.0,1411.0,1204.0,502.0,153.0,4088.0,1472.0,67.0,53.0,,199.0,720.0
,,51.0,9798.0,50.0,101.0,,,,,,4895.0,270.0,43.0,46.0,46,50.0,201.0,,,1267.0,2338.0,1475.0,962.0,37.0,536.0,2445.0,2107.0,237.0,,,835.0,99.0,,,2910.0,3587.0,,,,,,,1974.0,672.0,331.0,12626.0,10377.0,234.0,132.0,68.0,100.0,4381.0,,8307.0,3118.0,8084.0,,633.0,,,,5315.0,,2947.0,,5965.0,44.0,47.0,1309.0,49.0,,,,,,,,,1238.0,1444.0,1204.0,472.0,1104.0,4092.0,1403.0,46.0,51.0,,202.0,686.0
,,51.0,9764.0,50.0,101.0,,,,,,4930.0,235.0,43.0,44.0,48,50.0,201.0,,,1334.0,2342.0,1473.0,931.0,42.0,502.0,2410.0,2045.0,201.0,,,771.0,101.0,,,2910.0,3552.0,,,,,,,1974.0,702.0,334.0,12662.0,,168.0,66.0,47.0,101.0,4216.0,,8342.0,3115.0,8087.0,,600.0,,,,5352.0,,2946.0,,5965.0,42.0,47.0,1238.0,50.0,,,,,,,,,,,1204.0,435.0,1115.0,,1436.0,46.0,48.0,,199.0,650.0
,,51.0,9698.0,50.0,99.0,,,,,,4962.0,200.0,41.0,45.0,47,51.0,199.0,,,1302.0,2341.0,1472.0,902.0,40.0,468.0,2347.0,2038.0,136.0,,,699.0,99.0,,,2940.0,3615.0,,,,,,,2011.0,704.0,368.0,12631.0,,134.0,46.0,49.0,101.0,4082.0,,,3148.0,,,601.0,,,,,,2945.0,,14007.0,44.0,,1175.0,51.0,,,,,,,,,,,1234.0,396.0,1140.0,,1436.0,45.0,51.0,,200.0,578.0
,,51.0,9665.0,50.0,101.0,,,,,,4995.0,169.0,42.0,45.0,48,49.0,200.0,,,1367.0,2375.0,1473.0,867.0,38.0,433.0,2349.0,1970.0,68.0,,,634.0,100.0,,,3004.0,3652.0,,,,,,,2046.0,736.0,469.0,12661.0,,67.0,46.0,48.0,,3913.0,,,3151.0,,,570.0,,,,,,2944.0,,16523.0,43.0,,1142.0,50.0,,,,,,,,,,,,400.0,1103.0,,1437.0,48.0,50.0,,201.0,506.0
,,52.0,9632.0,51.0,100.0,,,,,,4996.0,134.0,43.0,46.0,48,50.0,202.0,,,7496.0,2374.0,1508.0,836.0,39.0,398.0,2347.0,2009.0,47.0,,,535.0,101.0,,,3043.0,3650.0,,,,,,,2043.0,8270.0,,,,34.0,45.0,48.0,,3748.0,,,3188.0,,,570.0,,,,,,2946.0,,,43.0,,1077.0,48.0,,,,,,,,,,,,368.0,1101.0,,1405.0,45.0,51.0,,201.0,435.0
,,51.0,9598.0,50.0,99.0,,,,,,5029.0,100.0,44.0,30.0,46,49.0,201.0,,,12769.0,2408.0,1510.0,807.0,42.0,367.0,2312.0,1940.0,48.0,,,539.0,101.0,,,3072.0,3682.0,,,,,,,2076.0,,,,,1576.0,47.0,47.0,,3581.0,,,3186.0,,,7244.0,,,,,,2951.0,,,42.0,,1007.0,50.0,,,,,,,,,,,,369.0,1100.0,,1373.0,46.0,50.0,,199.0,401.0
,,51.0,9563.0,49.0,99.0,,,,,,5060.0,68.0,44.0,47.0,48,50.0,200.0,,,,2440.0,1510.0,832.0,40.0,302.0,2309.0,1939.0,48.0,,,468.0,100.0,,,3105.0,3712.0,,,,,,,2110.0,,,,,3014.0,48.0,46.0,,3413.0,,,3223.0,,,7241.0,,,,,,2983.0,,,44.0,,943.0,50.0,,,,,,,,,,,,373.0,8762.0,,1373.0,46.0,51.0,,,339.0
,,51.0,9496.0,50.0,102.0,,,,,,5092.0,33.0,43.0,46.0,49,49.0,200.0,,,,11657.0,1509.0,832.0,39.0,270.0,2244.0,1909.0,48.0,,,431.0,100.0,,,3175.0,3745.0,,,,,,,8678.0,,,,,,46.0,47.0,,3247.0,,,3209.0,,,7707.0,,,,,,,,,42.0,,873.0,52.0,,,,,,,,,,,,,11280.0,,1373.0,46.0,49.0,,,269.0
,,50.0,9559.0,50.0,99.0,,,,,,5131.0,41.0,42.0,44.0,46,50.0,200.0,,,,,4834.0,832.0,41.0,235.0,2244.0,1841.0,47.0,,,401.0,102.0,,,3140.0,3772.0,,,,,,,,,,,,,46.0,48.0,,3046.0,,,3276.0,,,9851.0,,,,,,,,,44.0,,837.0,52.0,,,,,,,,,,,,,,,5294.0,45.0,51.0,,,200.0
,,,9494.0,51.0,,,,,,,5165.0,40.0,44.0,46.0,47,50.0,,,,,,7206.0,861.0,40.0,204.0,2241.0,1843.0,48.0,,,335.0,99.0,,,3172.0,3912.0,,,,,,,,,,,,,46.0,48.0,,2845.0,,,3244.0,,,9851.0,,,,,,,,,44.0,,805.0,48.0,,,,,,,,,,,,,,,,45.0,51.0,,,166.0
,,,9464.0,48.0,,,,,,,5165.0,41.0,43.0,45.0,47,49.0,,,,,,11627.0,,41.0,166.0,2209.0,1811.0,48.0,,,4493.0,102.0,,,3209.0,3944.0,,,,,,,,,,,,,46.0,47.0,,2680.0,,,,,,9851.0,,,,,,,,,45.0,,772.0,52.0,,,,,,,,,,,,,,,,45.0,49.0,,,96.0
,,,12133.0,50.0,,,,,,,5200.0,41.0,43.0,42.0,45,50.0,,,,,,15249.0,,40.0,132.0,2209.0,1812.0,48.0,,,11090.0,99.0,,,3276.0,3941.0,,,,,,,,,,,,,46.0,47.0,,2513.0,,,,,,9915.0,,,,,,,,,44.0,,741.0,51.0,,,,,,,,,,,,,,,,44.0,51.0,,,33.0
,,,17562.0,51.0,,,,,,,5235.0,,43.0,47.0,47,49.0,,,,,,16725.0,,41.0,101.0,2208.0,5867.0,49.0,,,11049.0,100.0,,,3310.0,11884.0,,,,,,,,,,,,,46.0,49.0,,2312.0,,,,,,9919.0,,,,,,,,,44.0,,741.0,52.0,,,,,,,,,,,,,,,,44.0,49.0,,,47.0
,,,17527.0,50.0,,,,,,,5294.0,,,45.0,47,,,,,,,,,41.0,67.0,2177.0,9713.0,48.0,,,11019.0,101.0,,,3344.0,,,,,,,,,,,,,,47.0,47.0,,2111.0,,,,,,11252.0,,,,,,,,,42.0,,675.0,50.0,,,,,,,,,,,,,,,,46.0,50.0,,,47.0
,,,22864.0,49.0,,,,,,,15305.0,,,46.0,47,,,,,,,,,42.0,39.0,2174.0,9712.0,50.0,,,10949.0,101.0,,,3343.0,,,,,,,,,,,,,,46.0,49.0,,1912.0,,,,,,13687.0,,,,,,,,,45.0,,639.0,49.0,,,,,,,,,,,,,,,,48.0,51.0,,,47.0
,,,,51.0,,,,,,,22492.0,,,45.0,48,,,,,,,,,40.0,42.0,2143.0,9679.0,47.0,,,10916.0,100.0,,,,,,,,,,,,,,,,,45.0,47.0,,1709.0,,,,,,13684.0,,,,,,,,,43.0,,571.0,50.0,,,,,,,,,,,,,,,,47.0,50.0,,,47.0
,,,,49.0,,,,,,,32306.0,,,47.0,49,,,,,,,,,40.0,41.0,,9644.0,47.0,,,10849.0,101.0,,,,,,,,,,,,,,,,,44.0,48.0,,1507.0,,,,,,,,,,,,,,,,,570.0,51.0,,,,,,,,,,,,,,,,46.0,51.0,,,46.0
,,,,52.0,,,,,,,36925.0,,,46.0,48,,,,,,,,,42.0,42.0,,12827.0,47.0,,,,100.0,,,,,,,,,,,,,,,,,47.0,45.0,,1307.0,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,45.0,49.0,,,49.0
,,,,50.0,,,,,,,37090.0,,,45.0,48,,,,,,,,,38.0,42.0,,,46.0,,,,101.0,,,,,,,,,,,,,,,,,45.0,45.0,,1109.0,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,46.0,51.0,,,49.0
,,,,52.0,,,,,,,52696.0,,,45.0,43,,,,,,,,,41.0,41.0,,,46.0,,,,101.0,,,,,,,,,,,,,,,,,45.0,48.0,,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,51.0,,,
,,,,51.0,,,,,,,55377.0,,,46.0,47,,,,,,,,,40.0,41.0,,,46.0,,,,,,,,,,,,,,,,,,,,,45.0,47.0,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,52.0,,,
,,,,49.0,,,,,,,97496.0,,,47.0,48,,,,,,,,,39.0,39.0,,,46.0,,,,,,,,,,,,,,,,,,,,,45.0,47.0,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,43.0,,,
,,,,51.0,,,,,,,101050.0,,,45.0,48,,,,,,,,,40.0,42.0,,,47.0,,,,,,,,,,,,,,,,,,,,,47.0,46.0,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,52.0,,,
,,,,49.0,,,,,,,103095.0,,,45.0,49,,,,,,,,,40.0,40.0,,,47.0,,,,,,,,,,,,,,,,,,,,,46.0,46.0,,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,
,,,,50.0,,,,,,,118964.0,,,44.0,48,,,,,,,,,40.0,40.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,48.0,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,
,,,,50.0,,,,,,,121833.0,,,46.0,49,,,,,,,,,41.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,49.0,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,
,,,,50.0,,,,,,,133012.0,,,46.0,47,,,,,,,,,23.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,46.0,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,
,,,,51.0,,,,,,,134857.0,,,47.0,48,,,,,,,,,42.0,,,,49.0,,,,,,,,,,,,,,,,,,,,,,47.0,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,
,,,,51.0,,,,,,,136566.0,,,45.0,46,,,,,,,,,41.0,,,,48.0,,,,,,,,,,,,,,,,,,,,,,48.0,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,
,,,,51.0,,,,,,,,,,45.0,46,,,,,,,,,39.0,,,,47.0,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,47,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,46.0,47,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,47.0,46,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,47.0,46,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,46,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,45,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,43.0,48,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,47,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,47.0,49,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,43.0,47,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,46,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,47,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,44.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,47.0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,45.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,43.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
